39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227
55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55
53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53
67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67
292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292
68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68
279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279
39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
138;138;138;138;138;138;138;138;138;138;138;138;138;138;138;138;138;138;138;138;138
692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84
141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141
128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128
98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98
139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139
101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143
72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72
110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
;;;;;;;;;;;;;;;;;;;;142,9615385
